重劃區名稱,地段,地號,面積,標售底價,標售總底價,得標單價,得標總價,開標日期,備註
第九期虎尾寮,裕東,0258-0003,136.87,22100,3024827,22102,3025101,2004.03.17,原臺南市
第九期虎尾寮,裕東,0258-0004,136.87,22100,3024827,22102,3025101,2004.03.17,原臺南市
第九期虎尾寮,裕東,0258-0005,136.88,22100,3025048,22102,3025322,2004.03.17,原臺南市
第九期虎尾寮,裕東,0290-0000,227.7,19550,4451535,19550,4451535,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0000,139.81,24225,3386897,24226,3387037,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0001,139.82,24225,3387140,24226,3387279,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0002,139.81,24225,3386897,24226,3387037,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0003,139.82,24225,3387140,24226,3387279,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0004,139.81,24225,3386897,24226,3387037,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0005,139.82,24225,3387140,24226,3387279,2004.03.17,原臺南市
第九期虎尾寮,裕東,0777-0006,139.81,24225,3386897,24226,3387037,2004.03.17,原臺南市
第九期虎尾寮,裕東,1176-0000,171.18,22100,3783078,22222,3803962,2004.03.17,原臺南市
第十三期鄭子寮,北元,0003-0000,100.18,26350,2639743,27140,2718885,2004.03.17,原臺南市
第十三期鄭子寮,北元,0003-0001,98.73,26350,2601536,27140,2679532,2004.03.17,原臺南市
第十三期鄭子寮,北元,0003-0002,97.32,26350,2564382,27140,2641265,2004.03.17,原臺南市
第十三期鄭子寮,北元,0003-0003,95.9,26350,2526965,27140,2602726,2004.03.17,原臺南市
第十三期鄭子寮,北元,0017-0000,83.75,26350,2206813,30869,2585279,2004.03.17,原臺南市
第十三期鄭子寮,北元,0017-0001,84.52,26350,2227102,30869,2609048,2004.03.17,原臺南市
第十三期鄭子寮,北元,0017-0002,85.32,26350,2248182,30869,2633743,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0000,136.78,26350,3604153,29110,3981666,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0001,136.15,26350,3587553,29110,3963327,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0002,135.56,26350,3572006,29110,3946152,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0003,134.92,26350,3555142,29110,3927521,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0004,134.29,26350,3538542,29110,3909182,2004.03.17,原臺南市
第十三期鄭子寮,北元,0045-0005,133.67,26350,3522205,29110,3891134,2004.03.17,原臺南市
第十三期鄭子寮,北元,0102-0000,943.08,16150,15230742,16169,15248661,2004.03.17,原臺南市
第八期本淵寮,新淵,0087-0000,146.82,13000,1908660,13300,1952706,2004.05.12,原臺南市
第八期本淵寮,新順,1145-0000,289.12,15000,4336800,16875,4878900,2004.05.12,原臺南市
第十三期鄭子寮,北元,0925-0000,1818.03,65760,119553653,65810,119644554,2004.05.12,原臺南市
第十三期鄭子寮,北元,1054-0001,837.34,37047,31020935,37251,31191752,2004.05.12,原臺南市
第九期虎尾寮,裕東,0919-0000,5388.85,27500,148193375,32428,174749628,2004.08.11,原臺南市
第十三期鄭子寮,北元,0265-0000,134.44,17850,2399754,17851,2399888,2004.08.11,原臺南市
第十期安順一,怡安,0673-0000,177.19,18500,3278015,18500,3278015,2005.01.27,原臺南市
第十期安順一,怡安,0920-0000,106.09,17000,1803530,17501,1856681,2005.01.27,原臺南市
第十期安順一,怡安,0920-0001,59.34,17000,1008780,17201,1020707,2005.01.27,原臺南市
第八期本淵寮,新淵,0364-0000,534.07,14000,7476980,14000,7476980,2005.04.12,原臺南市
第八期本淵寮,新淵,0104-0000,225.27,30000,6758100,30005,6759226,2005.08.04,原臺南市
第九期虎尾寮,裕東,0977-0000,83.78,12325,1032589,12325,1032589,2005.08.04,原臺南市
第九期虎尾寮,裕東,0836-0000,165.14,20000,3302800,21600,3567024,2005.11.09,原臺南市
第九期虎尾寮,裕東段,0836-0000,165.14,20000,3302800,21600,3567024,2005.11.09,原臺南市
第十二期城中,城中段,0041-0000,336.24,30000,10087200,31270,10514225,2006.03.31,原臺南市
第九期虎尾寮,裕東段,0715-0000,367.67,29750,10938183,31000,11397770,2006.07.19,原臺南市
第十二期城中,城中段,0032-0000,250.29,12000,3003480,12220,3058544,2006.07.19,原臺南市
第九期虎尾寮,裕東段,0979-0000,320.4,12325,3948930,13000,4165200,2006.07.19,原臺南市
第十一期安順二,新順,1215-0000,443.61,24000,10646640,24006,10649302,2006.11.03,原臺南市
第八期本淵寮,新淵,0313-0000,525.23,30000,15756900,33500,17595205,2008.04.22,原臺南市
第十一期安順二,新順,1151-0000,945.03,15500,14647965,15601,14743413,2008.04.22,原臺南市
第十二期城中,城中,0184-0000,160.84,16500,2653860,18501,2975701,2008.04.22,原臺南市
第十二期城中,城中,0192-0000,201.36,12200,2456592,12201,2456793,2008.04.22,原臺南市
第八期本淵寮,新淵,0033-0003,182.02,13000,2366260,13119,2387920,2008.08.20,原臺南市
第十二期城中,城中,0149-0000,148.74,12200,1814628,12200,1814628,2008.08.20,原臺南市
第八期本淵寮,新淵,0056-0000,808.75,13000,10513750,13058,10560658,2009.12.30,原臺南市
第十二期城中,城中,0100-0000,182.69,28000,5115320,28019,5118791,2009.12.30,原臺南市
第九期虎尾寮,裕東,0979-0000,320.4,12325,3948930,13110,4200444,2010.10.29,原臺南市
第十期安順一,怡安,0738-0000,266,18500,4921000,18500,4921000,2010.10.29,原臺南市
第十三期鄭子寮,北元,0120-0000,133.09,16150,2149404,18580,2472812,2010.10.29,原臺南市
第十三期鄭子寮,北元,0463-0000,280.04,16150,4522646,16180,4531047,2010.10.29,原臺南市
第十四期水交社西南,水交社,0066-0000,81.05,27000,2188350,27501,2228956,2010.10.29,原臺南市
第十四期水交社西南,水交社,0019-0000,4457.32,38500,171606820,42650,190104698,2012.01.12,原臺南市
第十四期水交社西南,水交社,0038-0000,713.51,33000,23545830,41235,29421585,2012.01.12,原臺南市
第十四期水交社西南,水交社,0050-0000,387.14,50000,19357000,52340,20262908,2012.01.12,原臺南市
第十五期水交社東北,水交社,0087-0000,4412.3,37197,315473337,42410,359685572,2012.01.12,原臺南市
第十五期水交社東北,水交社,0088-0000,4068.85,─,─,─,─,2012.01.12,原臺南市
第八期本淵寮,新淵段,0765-0000,163.97,14500,2377565,14633,2399373,2012.01.12,原臺南市
第十期安順一,怡安段,0674-0000,482.26,18000,8680680,19200,9259392,2012.01.12,原臺南市
第十期安順一,怡安段,0871-0000,176.43,22000,3881460,22057,3891517,2012.01.12,原臺南市
第十四期水交社西南,水交社,0014-0000,1366.16,60000,169255800,85666,241657789,2013.05.29,原臺南市
第十四期水交社西南,水交社,0015-0000,1454.77,─,─,─,─,2013.05.29,原臺南市
第十四期水交社西南,水交社,0045-0000,460.98,50000,23049000,70020,32277820,2013.05.29,原臺南市
第八期本淵寮,新淵段,0531-0000,325.47,14000,4556580,14100,4589127,2013.05.29,原臺南市
第八期本淵寮,新淵段,0578-0000,118.13,14000,1653820,14300,1689259,2013.05.29,原臺南市
第八期本淵寮,新淵段,0638-0000,168.25,28500,4795125,29130,4901123,2013.05.29,原臺南市
第十期安順一,怡安段,0854-0000,265.27,16500,4376955,20590,5461909,2013.05.29,原臺南市
第十期安順一,怡安段,0889-0000,375.79,16000,6012640,25808,9698388,2013.05.29,原臺南市
第十期安順一,怡安段,0892-0000,188.07,16000,3009120,17700,3328839,2013.05.29,原臺南市
第十一期安順二,新順段,1080-0000,415.52,15500,6440560,21500,8933680,2013.05.29,原臺南市
第十一期安順二,新順段,1114-0000,338.37,15500,5244735,15600,5278572,2013.05.29,原臺南市
第十一期安順二,新順段,1217-0000,889.23,23000,20452290,27889,24799735,2013.05.29,原臺南市
第十二期城中,城中段,0073-0000,497.74,11000,5475140,11480,5714055,2013.05.29,原臺南市
第十二期城中,城中段,0122-0000,164.16,14500,2380320,14520,2383603,2013.05.29,原臺南市
第十二期城中,城中段,0151-0000,73.36,11000,806960,11600,850976,2013.05.29,原臺南市
第十二期城中,城中段,0156-0000,257.99,11000,2837890,11100,2863689,2013.05.29,原臺南市
第六期新東,新東段,0112-0001,257.06,18000,4627080,18675,4800596,2013.05.29,原臺南縣
第十期安順一,怡安段,0620-0000,215.02,14850,3193047,15309,3291741,2014.03.28,原臺南市
第十二期城中,城中段,0043-0000,565.64,9900,5599836,10268,5807992,2014.03.28,原臺南市
第十二期城中,城中段,0154-0000,71.53,9900,708147,9926,710007,2014.03.28,原臺南市
第十二期城中,城中段,0174-0000,81.27,12000,975240,12366,1004985,2014.03.28,原臺南市
第七期麻豆國中西側街廓,國中段,0035-0000,729.67,27000,19701090,35332,25780700,2014.03.28,原臺南縣
第八期本淵寮,新淵段,0139-0000,328.09,25200,8267868,25250,8284273,2014.06.17,原臺南市
第八期本淵寮,新淵段,0411-0000,130.4,13050,1701720,13160,1716064,2014.06.17,原臺南市
第十期安順一,怡安段,0726-0001,109.27,14850,1622660,14889,1626921,2014.06.17,原臺南市
第六期新東,新東段,0577-0001,140.76,18300,2575908,19103,2688938,2015.03.26,原臺南縣
第一期九份子,國安段,1525-0000,2042.79,60100,122771679,60500,123588795,2016.05.25,臺南市
第一期九份子,國安段,1616-0000,2827.94,65000,183816100,66550,188199407,2016.05.25,臺南市
第一期九份子,國安段,1696-0000,517.77,56800,29409336,60137,31137134,2016.05.25,臺南市
第一期九份子,國安段,1736-0002,110.5,52200,5768100,53250,5884125,2016.05.25,臺南市
第一期九份子,國安段,1762-0000,2528.19,60100,151944219,67155,169780599,2016.05.25,臺南市
第六期新東,新東段,0510-0000,123.41,16470,2032563,17900,2209039,2016.10.27,原臺南縣
第一期九份子,國安段,1534-0002,224.72,53300,11977576,60939,13694212,2016.10.27,臺南市
第一期九份子,國安段,1535-0002,306.09,54400,16651296,54452,16667213,2016.10.27,臺南市
第一期九份子,國安段,1585-0001,286.69,53300,15280577,60939,17470602,2016.10.27,臺南市
第一期九份子,國安段,1611-0000,3446.94,67700,233357838,72180,248800129,2016.10.27,臺南市
第一期九份子,國安段,1629-0001,545.06,58000,31613480,63289,34496302,2016.10.27,臺南市
第一期九份子,國安段,1656-0002,143.75,66400,9545000,68290,9816688,2016.10.27,臺南市
第一期九份子,國安段,1680-0000,500,71900,35950000,83200,41600000,2017.03.29,臺南市
第一期九份子,國安段,1740-0001,226.84,53300,12090572,53588,12155902,2017.03.29,臺南市
第一期九份子,國安段,1647-0003,583.76,70100,40921576,71620,41808891,2017.06.28,臺南市
第一期九份子,國安段,1697-0001,210.11,53300,11198863,53350,11209369,2017.06.28,臺南市
第一期九份子,國安段,1550-0001,2873.34,65300,187629102,65642,188611784,2017.10.05,臺南市
第一期九份子,國安段,1553-0000,2000,67800,135600000,68808,137616000,2017.10.05,臺南市
第一期九份子,國安段,1667-0004,136.2,53300,7259460,53310,7261355,2017.10.05,臺南市
第一期九份子,國安段,1714-0000,499.99,56900,28449431,57000,28499430,2017.10.05,臺南市
第一期九份子,國安段,1758-0000,677.27,54900,37182123,57339,38833985,2017.10.05,臺南市
第一期九份子,國安段,1592-0001,3216.56,64200,206503152,64860,208626082,2017.12.19,臺南市
第一期九份子,國安段,1595-0000,1522.21,58000,88288180,58220,88623066,2017.12.19,臺南市
第一期九份子,國安段,1612-0001,2849.41,65200,185781532,66310,188944377,2017.12.19,臺南市
第一期九份子,國安段,1747-0000,302.49,56900,17211681,57989,17541093,2017.12.19,臺南市
第一期九份子,國安段,1761-0002,319.43,53300,17025619,53300,17025619,2017.12.19,臺南市
第一期九份子,國安段,1538-0004,189.02,60400,11416808,62350,11785397,2018.05.29,臺南市
第一期九份子,國安段,1560-0001,5676.98,80200,455293796,84735,481038900,2018.05.29,臺南市
第一期九份子,國安段,1564-0000,7195.97,59300,426721021,60001,431765396,2018.05.29,臺南市
第一期九份子,國安段,1567-0000,7282.48,55700,405634136,55801,406369666,2018.05.29,臺南市
第一期九份子,國安段,1587-0001,2550.12,61569,157008338,62089,256305876,2018.05.29,臺南市
第一期九份子,國安段,1588-0000,1577.92,─,97150956,─,─,2018.05.29,臺南市
第一期九份子,國安段,1591-0000,3134.69,55700,174602233,56060,175730721,2018.05.29,臺南市
第一期九份子,國安段,1751-0001,221.98,53300,11831534,54060,12000239,2018.05.29,臺南市
第一期九份子,國安段,1757-0002,194.73,53300,10379109,53888,10493610,2018.05.29,臺南市
第二期平實營區,平實段,0024-0000,4545.54,150000,681831000,176357,801637798,2018.05.29,臺南市
第二期平實營區,平實段,0025-0000,4688.87,150000,703330500,198000,928396260,2018.05.29,臺南市
第一期九份子,國安段,1528-0001,2000.05,55700,111402785,63888,127779194.4,2019.06.26,臺南市
第一期九份子,國安段,1549-0001,2117.57,58200,123242574,64190,135926818.3,2019.06.26,臺南市
第一期九份子,國安段,1551-0002,3380.6,54500,184242700,65672,222010763.2,2019.06.26,臺南市
第一期九份子,國安段,1571-0001,1388.94,55700,77363958,58888,81791898.72,2019.06.26,臺南市
第一期九份子,國安段,1662-0001,195.27,62700,12243429,65778,12844470.06,2019.06.26,臺南市
第一期九份子,國安段,1708-0000,100,53300,5330000,53376,5337600,2019.06.26,臺南市
第一期九份子,國安段,1682-0001,1067.91,55911,59707916.01,69226,466347179,2019.06.26,臺南市
第一期九份子,國安段,1715-0000,5668.68,,316941567.5,,,2019.06.26,臺南市
第一期九份子,國安段,1682-0002,236.37,59783,14130907.71,75262,264634043,2019.06.26,臺南市
第一期九份子,國安段,1717-0000,3239.94,,193693333,,,2019.06.26,臺南市
第一期九份子,國安段,1746-0001,1854.58,55700,103300106,66866,124008346.3,2019.06.26,臺南市
第一期九份子,國安段,1761-0004,169.59,53300,9039147,53833,9129538.47,2019.06.26,臺南市
第二期平實營區,平實段,0052-0000,590.81,132000,77986920,161066,95159403.46,2019.06.26,臺南市
第二期平實營區,平實段,0045-0000,5988.27,259000,1550961930,298899,3613981831,2019.06.26,臺南市
第二期平實營區,平實段,0046-0000,6102.71,,1580601890,,,2019.06.26,臺南市
第五期佳里國小,公園段,0010-0000,481.25,56400,27142500,58600,28201250,2019.06.26,臺南市
第一期九份子,國安段,1503-0000,561.99,66700,37484733,7688,43210287,2020.07.28,臺南市
第一期九份子,國安段,1733-0000,1939.38,68200,132265716,83466,161872291,2020.07.28,臺南市
第一期九份子,國安段,1734-0001,1937.52,68200,132138864,83466,161717044,2020.07.28,臺南市
第六期長勝營區,長勝段,0032-0000,807.28,63900,51585192,85000,68618800,2021.07.14,臺南市
第六期長勝營區,長勝段,0035-0000,714.75,62000,44314500,83000,59324250,2021.07.14,臺南市
第六期長勝營區,長勝段,0037-0000,366.82,63900,23439798,82000,30079240,2021.07.14,臺南市
第四期永康物流,永安段,0020-0000,938.25,55200,51791400,74607,70000017.75,2021.11.30,臺南市
第四期永康物流,永安段,0028-0000,627.31,56300,35317553,95660,60008474.6,2021.11.30,臺南市
第四期永康物流,永安段,0043-0000,425.87,56300,23976481,81818,34843831.66,2021.11.30,臺南市
第四期永康物流,永安段,0052-0000,425.52,54700,23275944,57738,24568673.76,2021.11.30,臺南市
第四期永康物流,永安段,0070-0000,870.53,54700,47617991,67899,59108116.47,2021.11.30,臺南市
第六期長勝營區,長勝段,0006-0000,1696.46,63300,107385918,120999,205269963.5,2021.11.30,臺南市
第四期永康物流,永安段,0061-0000,2084.44,53600,111725984,71280,217986358,2023.04.12,
第四期永康物流,永安段,0064-0000,70.4,53600,3773440,,,2023.04.12,
第四期永康物流,永安段,0078-0000,903.33,53600,48418488,,,2023.04.12,
第四期永康物流,永安段,0082-0000,333.97,60300,20138391,76000,25381720,2023.04.12,
第四期永康物流,永安段,0117-0000,799.72,52000,41585440,60128,48085564,2023.04.12,
第七期麻豆工業區,麻工段,0002-0000,1032.48,29600,30561408,47200,48733056,2023.04.12,
第七期麻豆工業區,麻工段,0016-0000,476.08,33500,15948680,45678,21746382.24,2023.04.12,
第七期麻豆工業區,麻工段,0020-0000,644.9,30400,19604960,39000,25151100,2023.04.12,
第七期麻豆工業區,麻工段,0061-0000,506.44,29600,14990624,31791,16100234.04,2023.04.12,
第七期麻豆工業區,麻工段,0107-0000,876.82,32800,28759696,49008,42971194.56,2023.04.12,
第七期麻豆工業區,麻工段,0120-0000,288.79,33500,9674465,44346,12806681.34,2023.04.12,
第七期麻豆工業區,麻工段,0129-0000,334.84,31200,10447008,33280,11143475.2,2023.04.12,
第七期麻豆工業區,麻工段,0149-0000,626.38,29600,18540848,37842,23703471.96,2023.04.12,
第七期麻豆工業區,麻工段,0206-0000,936.55,32000,29969600,38120,35701286,2023.04.12,
第七期麻豆工業區,麻工段,0208-0000,789.59,28100,22187479,30866,24371484.94,2023.04.12,
第七期麻豆工業區,麻工段,0209-0000,801.08,28100,22510348,30860,24721328.8,2023.04.12,
第七期麻豆工業區,麻工段,0227-0000,1497.56,27300,40883388,27501,41184397.56,2023.04.12,
第七期麻豆工業區,麻工段,0265-0000,800.59,29600,23697464,37842,30295926.78,2023.04.12,
第七期麻豆工業區,麻工段,0289-0000,641.51,29600,18988696,29700,19052847,2023.04.12,
第七期麻豆工業區,麻工段,0344-0000,293.62,32800,9630736,33280,9771673.6,2023.04.12,
第七期麻豆工業區,麻工段,0377-0000,750.05,32800,24601640,46420,34817321,2023.04.12,
第七期麻豆工業區,麻工段,0386-0000,1384.73,29600,40988008,38000,52619740,2023.04.12,
第七期麻豆工業區,麻工段,0413-0000,1481.62,30400,45041248,39938,59172939.56,2023.04.12,
第七期麻豆工業區,麻工段,0414-0000,1472.47,30400,44763088,39938,58807506.86,2023.04.12,
第七期麻豆工業區,麻工段,0460-0000,1040.18,29600,30789328,33582,34931324.76,2023.04.12,
第七期麻豆工業區,麻工段,0009-0000,115.78,29600,3427088,31763,3677520.14,2023.10.24,
第七期麻豆工業區,麻工段,0074-0000,1802.3,30400,54789920,33426,60243679.8,2023.10.24,
第七期麻豆工業區,麻工段,0081-0000,346.45,31200,10809240,37362,12944064.9,2023.10.24,
第七期麻豆工業區,麻工段,0094-0000,1400.48,35100,49156848,36855,51614690.4,2023.10.24,
第七期麻豆工業區,麻工段,0116-0000,558.92,32000,17885440,32230,18013991.6,2023.10.24,
第七期麻豆工業區,麻工段,0152-0000,1185.08,32000,37922560,32302,38280454.16,2023.10.24,
第七期麻豆工業區,麻工段,0160-0000,837.54,32800,27471312,35800,29983932,2023.10.24,
第七期麻豆工業區,麻工段,0198-0000,2051.13,32800,67277064,32868,67416540.84,2023.10.24,
第七期麻豆工業區,麻工段,0203-0000,1224.26,33500,41012710,39628,48514975.28,2023.10.24,
第七期麻豆工業區,麻工段,0219-0000,865.7,30400,26317280,30700,26576990,2023.10.24,
第七期麻豆工業區,麻工段,0229-0000,440.05,31200,13729560,32000,14081600,2023.10.24,
第七期麻豆工業區,麻工段,0240-0000,1346.81,32800,44175368,33103,44583451.43,2023.10.24,
第七期麻豆工業區,麻工段,0270-0000,1794.1,32800,58846480,45738,82058545.8,2023.10.24,
第七期麻豆工業區,麻工段,0300-0000,699.74,30400,21272096,30511,21349767.14,2023.10.24,
第七期麻豆工業區,麻工段,0044-0000,1367.9,29600,40489840,32020,43800158,2024.06.19,
第七期麻豆工業區,麻工段,0307-0000,2289.52,31200,71433024,38176,87404715.52,2024.06.19,
第七期麻豆工業區,麻工段,0452-0000,2646.96,31200,82585152,38176,101050345,2024.06.19,
第一期九份子,國安段,1515-0000,783.15,60500,47380575,93888,73528387.2,2024.06.19,
第一期九份子,國安段,1623-0000,4963,110000,545930000,140001,694824963,2024.06.19,
第四期永康物流,永安段,0092-0000,717.74,53600,38470864,78888,56621073.12,2024.06.19,
第四期永康物流,永安段,0106-0000,778.22,54700,42568634,78888,61392219.36,2024.06.19,
第一期九份子,國安段,1532-0005,294.61,61200,18030132,67200,19797792,2024.09.19,
第一期九份子,國安段,1536-0004,367.83,61200,22511196,105888,38948783.04,2024.09.19,
第一期九份子,國安段,1648-0001,294.15,61200,18001980,68000,20002200,2024.09.19,
第一期九份子,國安段,1661-0001,265.59,61200,16254108,92268,24505458.12,2024.09.19,
第九期仁德,義林段,0205-0000,455.19,115400,52528926,159400,72557286,2024.09.19,
第七期麻豆工業區,麻工段,0098-0000,3376.77,32000,108056640,32212,108772515.2,2024.12.19,
第七期麻豆工業區,麻工段,0109-0000,1592.6,31200,49689120,39628,63111552.8,2024.12.19,
第七期麻豆工業區,麻工段,0180-0000,3212.24,33500,107610040,36906,118550929.4,2024.12.19,
